CMDLINE /usr/bin/python heap.py
MEM 18.367188 1515784123.6357
MEM 18.367188 1515784123.7362
MEM 18.367188 1515784123.8366
MEM 18.367188 1515784123.9371
MEM 18.367188 1515784124.0376
MEM 18.367188 1515784124.1381
MEM 18.367188 1515784124.2385
MEM 18.367188 1515784124.3390
MEM 18.367188 1515784124.4395
MEM 18.367188 1515784124.5399
MEM 18.367188 1515784124.6402
MEM 18.558594 1515784124.7406
MEM 18.367188 1515784124.8410
MEM 18.367188 1515784124.9415
MEM 18.367188 1515784125.0420
MEM 18.367188 1515784125.1424
MEM 18.367188 1515784125.2429
MEM 18.367188 1515784125.3434
MEM 18.367188 1515784125.4437
MEM 18.367188 1515784125.5442
MEM 18.367188 1515784125.6447
MEM 18.367188 1515784125.7451
MEM 18.367188 1515784125.8455
MEM 19.070312 1515784125.9458
MEM 18.367188 1515784126.0463
MEM 18.367188 1515784126.1467
MEM 18.367188 1515784126.2472
MEM 18.367188 1515784126.3477
MEM 18.367188 1515784126.4482
MEM 18.367188 1515784126.5487
MEM 18.367188 1515784126.6491
MEM 18.367188 1515784126.7496
MEM 18.367188 1515784126.8500
MEM 18.367188 1515784126.9504
MEM 18.558594 1515784127.0508
MEM 18.367188 1515784127.1513
MEM 18.367188 1515784127.2517
MEM 18.367188 1515784127.3522
MEM 18.367188 1515784127.4527
MEM 18.367188 1515784127.5532
MEM 18.367188 1515784127.6537
MEM 18.367188 1515784127.7541
MEM 18.367188 1515784127.8546
MEM 18.367188 1515784127.9551
MEM 18.367188 1515784128.0556
MEM 18.367188 1515784128.1559
MEM 18.558594 1515784128.2563
MEM 18.367188 1515784128.3568
MEM 18.367188 1515784128.4572
MEM 18.367188 1515784128.5577
MEM 18.367188 1515784128.6581
MEM 18.367188 1515784128.7586
MEM 18.367188 1515784128.8591
MEM 18.367188 1515784128.9596
MEM 18.367188 1515784129.0601
MEM 18.367188 1515784129.1606
MEM 18.367188 1515784129.2611
MEM 18.367188 1515784129.3615
MEM 18.367188 1515784129.4619
MEM 18.367188 1515784129.5624
MEM 18.367188 1515784129.6628
MEM 18.367188 1515784129.7633
MEM 18.367188 1515784129.8637
MEM 18.367188 1515784129.9642
MEM 18.367188 1515784130.0646
MEM 18.367188 1515784130.1650
MEM 18.367188 1515784130.2655
MEM 18.367188 1515784130.3659
MEM 18.367188 1515784130.4663
MEM 18.558594 1515784130.5666
MEM 19.843750 1515784130.6671
MEM 19.843750 1515784130.7676
MEM 19.843750 1515784130.8680
MEM 19.843750 1515784130.9685
MEM 19.843750 1515784131.0690
MEM 19.843750 1515784131.1695
MEM 19.843750 1515784131.2699
MEM 19.843750 1515784131.3704
MEM 19.843750 1515784131.4708
MEM 19.843750 1515784131.5713
MEM 19.843750 1515784131.6717
MEM 18.558594 1515784131.7720
MEM 18.750000 1515784131.8725
MEM 18.750000 1515784131.9730
MEM 18.750000 1515784132.0733
MEM 18.750000 1515784132.1738
MEM 18.750000 1515784132.2743
MEM 18.750000 1515784132.3748
MEM 18.750000 1515784132.4752
MEM 18.750000 1515784132.5757
MEM 18.750000 1515784132.6762
MEM 18.750000 1515784132.7766
MEM 19.003906 1515784132.8769
MEM 18.492188 1515784132.9773
MEM 18.492188 1515784133.0778
MEM 18.492188 1515784133.1782
MEM 18.492188 1515784133.2787
MEM 18.492188 1515784133.3792
MEM 18.492188 1515784133.4797
MEM 18.492188 1515784133.5801
MEM 18.492188 1515784133.6806
MEM 18.492188 1515784133.7810
MEM 18.492188 1515784133.8815
MEM 18.492188 1515784133.9819
MEM 18.398438 1515784134.0822
MEM 18.589844 1515784134.1827
MEM 18.589844 1515784134.2832
MEM 18.589844 1515784134.3837
MEM 18.589844 1515784134.4841
MEM 18.589844 1515784134.5846
MEM 18.589844 1515784134.6850
MEM 18.589844 1515784134.7855
MEM 18.589844 1515784134.8860
MEM 18.589844 1515784134.9865
MEM 18.589844 1515784135.0869
MEM 18.589844 1515784135.1873
MEM 19.617188 1515784135.2877
MEM 18.453125 1515784135.3881
MEM 18.453125 1515784135.4886
MEM 18.453125 1515784135.5891
MEM 18.453125 1515784135.6895
MEM 18.453125 1515784135.7900
MEM 18.453125 1515784135.8905
MEM 18.453125 1515784135.9910
MEM 18.453125 1515784136.0915
MEM 18.453125 1515784136.1920
MEM 18.453125 1515784136.2924
MEM 18.640625 1515784136.3929
MEM 18.421875 1515784136.4933
MEM 18.421875 1515784136.5938
MEM 18.421875 1515784136.6943
MEM 18.421875 1515784136.7948
MEM 18.421875 1515784136.8952
MEM 18.421875 1515784136.9957
MEM 18.421875 1515784137.0961
MEM 18.421875 1515784137.1965
MEM 18.421875 1515784137.2970
MEM 18.421875 1515784137.3974
MEM 18.421875 1515784137.4977
MEM 18.613281 1515784137.5981
MEM 18.402344 1515784137.6985
MEM 18.402344 1515784137.7990
MEM 18.402344 1515784137.8995
MEM 18.402344 1515784137.9999
MEM 18.402344 1515784138.1003
MEM 18.402344 1515784138.2008
MEM 18.402344 1515784138.3013
MEM 18.402344 1515784138.4017
MEM 18.402344 1515784138.5021
MEM 18.402344 1515784138.6027
MEM 18.402344 1515784138.7030
MEM 18.847656 1515784138.8034
MEM 18.285156 1515784138.9037
MEM 18.285156 1515784139.0042
MEM 18.285156 1515784139.1047
MEM 18.285156 1515784139.2051
MEM 18.285156 1515784139.3056
MEM 18.285156 1515784139.4061
MEM 18.285156 1515784139.5066
MEM 18.285156 1515784139.6070
MEM 18.285156 1515784139.7076
MEM 18.285156 1515784139.8080
MEM 18.566406 1515784139.9083
MEM 18.308594 1515784140.0088
MEM 18.308594 1515784140.1093
MEM 18.308594 1515784140.2097
MEM 18.308594 1515784140.3102
MEM 18.308594 1515784140.4106
MEM 18.308594 1515784140.5111
MEM 18.308594 1515784140.6116
MEM 18.308594 1515784140.7121
MEM 18.308594 1515784140.8126
MEM 18.308594 1515784140.9131
MEM 18.308594 1515784141.0134
MEM 18.500000 1515784141.1137
MEM 18.308594 1515784141.2142
MEM 18.308594 1515784141.3147
MEM 18.308594 1515784141.4151
MEM 18.308594 1515784141.5156
MEM 18.308594 1515784141.6160
MEM 18.308594 1515784141.7165
MEM 18.308594 1515784141.8169
MEM 18.308594 1515784141.9174
MEM 18.308594 1515784142.0178
MEM 18.308594 1515784142.1183
MEM 18.308594 1515784142.2186
MEM 19.011719 1515784142.3190
MEM 18.300781 1515784142.4194
MEM 18.300781 1515784142.5198
MEM 18.300781 1515784142.6202
MEM 18.300781 1515784142.7206
MEM 18.300781 1515784142.8211
MEM 18.300781 1515784142.9215
MEM 18.300781 1515784143.0220
MEM 18.300781 1515784143.1225
MEM 18.300781 1515784143.2230
MEM 18.300781 1515784143.3235
MEM 18.488281 1515784143.4239
MEM 18.679688 1515784143.5243
MEM 18.679688 1515784143.6248
MEM 18.679688 1515784143.7253
MEM 18.679688 1515784143.8257
MEM 18.679688 1515784143.9262
MEM 18.679688 1515784144.0266
MEM 18.679688 1515784144.1271
MEM 18.679688 1515784144.2275
MEM 18.679688 1515784144.3279
MEM 18.679688 1515784144.4283
MEM 18.679688 1515784144.5287
MEM 18.468750 1515784144.6290
MEM 18.441406 1515784144.7294
MEM 18.441406 1515784144.8299
MEM 18.441406 1515784144.9303
MEM 18.441406 1515784145.0308
MEM 18.441406 1515784145.1313
MEM 18.441406 1515784145.2317
MEM 18.441406 1515784145.3322
MEM 18.441406 1515784145.4326
MEM 18.441406 1515784145.5331
MEM 18.441406 1515784145.6335
MEM 18.441406 1515784145.7338
MEM 18.441406 1515784145.8341
MEM 18.441406 1515784145.9345
MEM 18.441406 1515784146.0348
MEM 18.441406 1515784146.1351
MEM 18.441406 1515784146.2356
MEM 18.441406 1515784146.3360
MEM 18.441406 1515784146.4364
MEM 18.441406 1515784146.5369
MEM 18.441406 1515784146.6374
MEM 18.441406 1515784146.7379
MEM 18.441406 1515784146.8384
MEM 18.441406 1515784146.9387
MEM 18.628906 1515784147.0391
MEM 18.371094 1515784147.1396
MEM 18.371094 1515784147.2400
MEM 18.371094 1515784147.3405
MEM 18.371094 1515784147.4409
MEM 18.371094 1515784147.5413
MEM 18.371094 1515784147.6418
MEM 18.371094 1515784147.7423
MEM 18.371094 1515784147.8427
MEM 18.371094 1515784147.9432
MEM 18.371094 1515784148.0437
MEM 18.562500 1515784148.1440
MEM 18.371094 1515784148.2445
MEM 18.371094 1515784148.3450
MEM 18.371094 1515784148.4454
MEM 18.371094 1515784148.5458
MEM 18.371094 1515784148.6463
MEM 18.371094 1515784148.7468
MEM 18.371094 1515784148.8473
MEM 18.371094 1515784148.9476
MEM 18.371094 1515784149.0481
MEM 18.371094 1515784149.1486
MEM 18.371094 1515784149.2490
MEM 18.562500 1515784149.3493
MEM 18.253906 1515784149.4498
MEM 18.253906 1515784149.5503
MEM 18.253906 1515784149.6507
MEM 18.253906 1515784149.7512
MEM 18.253906 1515784149.8517
MEM 18.253906 1515784149.9521
MEM 18.253906 1515784150.0526
MEM 18.253906 1515784150.1531
MEM 18.253906 1515784150.2536
MEM 18.253906 1515784150.3540
MEM 18.253906 1515784150.4544
MEM 19.214844 1515784150.5547
MEM 18.636719 1515784150.6551
MEM 18.636719 1515784150.7556
MEM 18.636719 1515784150.8561
MEM 18.636719 1515784150.9566
MEM 18.636719 1515784151.0571
MEM 18.636719 1515784151.1575
MEM 18.636719 1515784151.2579
MEM 18.636719 1515784151.3582
MEM 18.636719 1515784151.4585
MEM 18.636719 1515784151.5589
MEM 18.250000 1515784151.6593
MEM 18.761719 1515784151.7596
MEM 18.441406 1515784151.8600
MEM 18.441406 1515784151.9604
MEM 18.441406 1515784152.0608
MEM 18.441406 1515784152.1613
MEM 18.441406 1515784152.2618
MEM 18.441406 1515784152.3623
MEM 18.441406 1515784152.4628
MEM 18.441406 1515784152.5632
MEM 18.441406 1515784152.6637
MEM 18.441406 1515784152.7642
MEM 19.726562 1515784152.8647
MEM 18.457031 1515784152.9652
MEM 18.457031 1515784153.0656
MEM 18.457031 1515784153.1661
MEM 18.457031 1515784153.2665
MEM 18.457031 1515784153.3670
MEM 18.457031 1515784153.4675
MEM 18.457031 1515784153.5680
MEM 18.457031 1515784153.6684
MEM 18.457031 1515784153.7689
MEM 18.457031 1515784153.8694
MEM 18.457031 1515784153.9698
MEM 18.648438 1515784154.0702
MEM 18.453125 1515784154.1706
MEM 18.453125 1515784154.2711
MEM 18.453125 1515784154.3715
MEM 18.453125 1515784154.4720
MEM 18.453125 1515784154.5725
MEM 18.453125 1515784154.6730
MEM 18.453125 1515784154.7734
MEM 18.453125 1515784154.8739
MEM 18.453125 1515784154.9743
MEM 18.453125 1515784155.0748
MEM 18.453125 1515784155.1752
MEM 18.644531 1515784155.2756
MEM 18.453125 1515784155.3761
MEM 18.453125 1515784155.4765
MEM 18.453125 1515784155.5769
MEM 18.453125 1515784155.6773
MEM 18.453125 1515784155.7778
MEM 18.453125 1515784155.8783
MEM 18.453125 1515784155.9788
MEM 18.453125 1515784156.0792
MEM 18.453125 1515784156.1797
MEM 18.453125 1515784156.2802
MEM 18.644531 1515784156.3806
MEM 18.453125 1515784156.4809
MEM 18.453125 1515784156.5813
MEM 18.453125 1515784156.6818
MEM 18.453125 1515784156.7823
MEM 18.453125 1515784156.8827
MEM 18.453125 1515784156.9831
MEM 18.453125 1515784157.0835
MEM 18.453125 1515784157.1839
MEM 18.453125 1515784157.2843
MEM 18.453125 1515784157.3848
MEM 18.453125 1515784157.4851
MEM 18.453125 1515784157.5854
MEM 18.453125 1515784157.6859
MEM 18.453125 1515784157.7863
MEM 18.453125 1515784157.8866
MEM 18.453125 1515784157.9871
MEM 18.453125 1515784158.0875
MEM 18.453125 1515784158.1880
MEM 18.453125 1515784158.2884
MEM 18.453125 1515784158.3888
MEM 18.453125 1515784158.4892
MEM 18.453125 1515784158.5896
MEM 18.453125 1515784158.6900
MEM 18.644531 1515784158.7903
MEM 18.300781 1515784158.8907
MEM 18.300781 1515784158.9912
MEM 18.300781 1515784159.0918
MEM 18.300781 1515784159.1922
MEM 18.300781 1515784159.2926
MEM 18.300781 1515784159.3930
MEM 18.300781 1515784159.4934
MEM 18.300781 1515784159.5938
MEM 18.300781 1515784159.6942
MEM 18.300781 1515784159.7946
MEM 19.585938 1515784159.8949
MEM 19.777344 1515784159.9953
MEM 19.777344 1515784160.0958
MEM 19.777344 1515784160.1962
MEM 19.777344 1515784160.2966
MEM 19.777344 1515784160.3970
MEM 19.777344 1515784160.4975
MEM 19.777344 1515784160.5979
MEM 19.777344 1515784160.6983
MEM 19.777344 1515784160.7987
MEM 19.777344 1515784160.8991
MEM 19.777344 1515784160.9994
MEM 18.492188 1515784161.0998
MEM 18.300781 1515784161.2002
MEM 18.300781 1515784161.3007
MEM 18.300781 1515784161.4011
MEM 18.300781 1515784161.5015
MEM 18.300781 1515784161.6019
MEM 18.300781 1515784161.7024
MEM 18.300781 1515784161.8029
MEM 18.300781 1515784161.9033
MEM 18.300781 1515784162.0038
MEM 18.300781 1515784162.1043
MEM 18.300781 1515784162.2046
MEM 18.492188 1515784162.3050
MEM 18.300781 1515784162.4056
MEM 18.300781 1515784162.5060
MEM 18.300781 1515784162.6065
MEM 18.300781 1515784162.7070
MEM 18.300781 1515784162.8073
MEM 18.300781 1515784162.9078
MEM 18.300781 1515784163.0082
MEM 18.300781 1515784163.1087
MEM 18.300781 1515784163.2091
MEM 18.300781 1515784163.3097
MEM 18.812500 1515784163.4101
MEM 18.300781 1515784163.5104
MEM 18.300781 1515784163.6109
MEM 18.300781 1515784163.7113
MEM 18.300781 1515784163.8117
MEM 18.300781 1515784163.9121
MEM 18.300781 1515784164.0126
MEM 18.300781 1515784164.1130
MEM 18.300781 1515784164.2135
MEM 18.300781 1515784164.3139
MEM 18.300781 1515784164.4143
MEM 18.300781 1515784164.5147
MEM 18.492188 1515784164.6151
MEM 18.300781 1515784164.7156
MEM 18.300781 1515784164.8160
MEM 18.300781 1515784164.9164
MEM 18.300781 1515784165.0168
MEM 18.300781 1515784165.1173
MEM 18.300781 1515784165.2176
MEM 18.300781 1515784165.3181
MEM 18.300781 1515784165.4186
MEM 18.300781 1515784165.5191
MEM 18.300781 1515784165.6196
MEM 18.300781 1515784165.7200
MEM 18.492188 1515784165.8203
MEM 18.300781 1515784165.9208
MEM 18.300781 1515784166.0212
MEM 18.300781 1515784166.1217
MEM 18.300781 1515784166.2222
MEM 18.300781 1515784166.3226
MEM 18.300781 1515784166.4230
MEM 18.300781 1515784166.5236
MEM 18.300781 1515784166.6240
MEM 18.300781 1515784166.7245
MEM 18.300781 1515784166.8249
MEM 19.070312 1515784166.9252
MEM 18.300781 1515784167.0256
MEM 18.300781 1515784167.1261
MEM 18.300781 1515784167.2266
MEM 18.300781 1515784167.3270
MEM 18.300781 1515784167.4275
MEM 18.300781 1515784167.5279
MEM 18.300781 1515784167.6284
MEM 18.300781 1515784167.7288
MEM 18.300781 1515784167.8293
MEM 18.300781 1515784167.9298
MEM 18.300781 1515784168.0302
MEM 18.492188 1515784168.1305
MEM 18.300781 1515784168.2310
MEM 18.300781 1515784168.3315
MEM 18.300781 1515784168.4319
MEM 18.300781 1515784168.5324
MEM 18.300781 1515784168.6327
MEM 18.300781 1515784168.7331
MEM 18.300781 1515784168.8335
MEM 18.300781 1515784168.9339
MEM 18.300781 1515784169.0343
MEM 18.300781 1515784169.1348
MEM 18.300781 1515784169.2351
MEM 18.492188 1515784169.3356
MEM 18.300781 1515784169.4361
MEM 18.300781 1515784169.5365
MEM 18.300781 1515784169.6369
MEM 18.300781 1515784169.7374
MEM 18.300781 1515784169.8379
MEM 18.300781 1515784169.9383
MEM 18.300781 1515784170.0388
MEM 18.300781 1515784170.1392
MEM 18.300781 1515784170.2398
MEM 18.300781 1515784170.3402
MEM 18.492188 1515784170.4406
MEM 18.300781 1515784170.5410
MEM 18.300781 1515784170.6415
MEM 18.300781 1515784170.7420
MEM 18.300781 1515784170.8424
MEM 18.300781 1515784170.9429
MEM 18.300781 1515784171.0434
MEM 18.300781 1515784171.1438
MEM 18.300781 1515784171.2443
MEM 18.300781 1515784171.3448
MEM 18.300781 1515784171.4452
MEM 18.300781 1515784171.5456
MEM 18.585938 1515784171.6460
MEM 18.394531 1515784171.7465
MEM 18.394531 1515784171.8469
MEM 18.394531 1515784171.9474
MEM 18.394531 1515784172.0479
MEM 18.394531 1515784172.1484
MEM 18.394531 1515784172.2488
MEM 18.394531 1515784172.3493
MEM 18.394531 1515784172.4498
MEM 18.394531 1515784172.5502
MEM 18.394531 1515784172.6507
MEM 18.394531 1515784172.7511
MEM 18.585938 1515784172.8515
MEM 18.316406 1515784172.9520
MEM 18.316406 1515784173.0525
MEM 18.316406 1515784173.1529
MEM 18.316406 1515784173.2534
MEM 18.316406 1515784173.3539
MEM 18.316406 1515784173.4544
MEM 18.316406 1515784173.5549
MEM 18.316406 1515784173.6553
MEM 18.316406 1515784173.7558
MEM 18.316406 1515784173.8563
MEM 18.507812 1515784173.9566
MEM 18.316406 1515784174.0571
MEM 18.316406 1515784174.1576
MEM 18.316406 1515784174.2580
MEM 18.316406 1515784174.3585
MEM 18.316406 1515784174.4590
MEM 18.316406 1515784174.5593
MEM 18.316406 1515784174.6598
MEM 18.316406 1515784174.7602
MEM 18.316406 1515784174.8607
MEM 18.316406 1515784174.9611
MEM 18.316406 1515784175.0615
MEM 18.507812 1515784175.1619
MEM 19.535156 1515784175.2624
MEM 19.535156 1515784175.3629
MEM 19.535156 1515784175.4633
MEM 19.535156 1515784175.5637
MEM 19.535156 1515784175.6642
MEM 19.535156 1515784175.7647
MEM 19.535156 1515784175.8651
MEM 19.535156 1515784175.9656
MEM 19.535156 1515784176.0660
MEM 19.535156 1515784176.1665
MEM 19.535156 1515784176.2669
MEM 18.714844 1515784176.3672
MEM 18.652344 1515784176.4677
MEM 18.652344 1515784176.5681
MEM 18.652344 1515784176.6686
MEM 18.652344 1515784176.7691
MEM 18.652344 1515784176.8695
MEM 18.652344 1515784176.9700
MEM 18.652344 1515784177.0705
MEM 18.652344 1515784177.1710
MEM 18.652344 1515784177.2715
MEM 18.652344 1515784177.3720
MEM 19.937500 1515784177.4724
MEM 18.667969 1515784177.5729
MEM 18.667969 1515784177.6734
MEM 18.667969 1515784177.7738
MEM 18.667969 1515784177.8743
MEM 18.667969 1515784177.9748
MEM 18.667969 1515784178.0753
MEM 18.667969 1515784178.1758
MEM 18.667969 1515784178.2762
MEM 18.667969 1515784178.3767
MEM 18.667969 1515784178.4772
MEM 18.667969 1515784178.5775
MEM 18.546875 1515784178.6779
MEM 18.546875 1515784178.7783
MEM 18.546875 1515784178.8787
MEM 18.546875 1515784178.9791
MEM 18.546875 1515784179.0797
MEM 18.546875 1515784179.1801
MEM 18.546875 1515784179.2805
MEM 18.546875 1515784179.3810
MEM 18.546875 1515784179.4815
MEM 18.546875 1515784179.5820
MEM 18.546875 1515784179.6824
MEM 18.546875 1515784179.7827
MEM 18.734375 1515784179.8831
MEM 18.542969 1515784179.9836
MEM 18.542969 1515784180.0841
MEM 18.542969 1515784180.1845
MEM 18.542969 1515784180.2850
MEM 18.542969 1515784180.3855
MEM 18.542969 1515784180.4859
MEM 18.542969 1515784180.5864
MEM 18.542969 1515784180.6869
MEM 18.542969 1515784180.7874
MEM 18.542969 1515784180.8878
MEM 18.542969 1515784180.9881
MEM 18.542969 1515784181.0886
MEM 18.542969 1515784181.1891
MEM 18.542969 1515784181.2895
MEM 18.542969 1515784181.3899
MEM 18.542969 1515784181.4903
MEM 18.542969 1515784181.5908
MEM 18.542969 1515784181.6913
MEM 18.542969 1515784181.7918
MEM 18.542969 1515784181.8922
MEM 18.542969 1515784181.9927
MEM 18.542969 1515784182.0931
MEM 18.140625 1515784182.1934
MEM 18.425781 1515784182.2938
MEM 18.425781 1515784182.3943
MEM 18.425781 1515784182.4947
MEM 18.425781 1515784182.5952
MEM 18.425781 1515784182.6957
MEM 18.425781 1515784182.7961
MEM 18.425781 1515784182.8966
MEM 18.425781 1515784182.9970
MEM 18.425781 1515784183.0975
MEM 18.425781 1515784183.1980
MEM 18.425781 1515784183.2983
MEM 18.871094 1515784183.3987
MEM 18.324219 1515784183.4992
MEM 18.324219 1515784183.5997
MEM 18.324219 1515784183.7002
MEM 18.324219 1515784183.8006
MEM 18.324219 1515784183.9011
MEM 18.324219 1515784184.0016
MEM 18.324219 1515784184.1020
MEM 18.324219 1515784184.2025
MEM 18.324219 1515784184.3030
MEM 18.324219 1515784184.4035
MEM 18.515625 1515784184.5039
MEM 18.234375 1515784184.6043
MEM 18.234375 1515784184.7049
MEM 18.234375 1515784184.8052
MEM 18.234375 1515784184.9057
MEM 18.234375 1515784185.0062
MEM 18.234375 1515784185.1067
MEM 18.234375 1515784185.2072
MEM 18.234375 1515784185.3077
MEM 18.234375 1515784185.4081
MEM 18.234375 1515784185.5086
MEM 18.234375 1515784185.6089
MEM 18.425781 1515784185.7093
MEM 18.617188 1515784185.8097
MEM 18.617188 1515784185.9102
MEM 18.617188 1515784186.0107
MEM 18.617188 1515784186.1112
MEM 18.617188 1515784186.2117
MEM 18.617188 1515784186.3122
MEM 18.617188 1515784186.4125
MEM 18.617188 1515784186.5129
MEM 18.617188 1515784186.6133
MEM 18.617188 1515784186.7138
MEM 18.617188 1515784186.8142
MEM 19.968750 1515784186.9147
MEM 18.617188 1515784187.0152
MEM 18.617188 1515784187.1156
MEM 18.617188 1515784187.2160
MEM 18.617188 1515784187.3165
MEM 18.617188 1515784187.4170
MEM 18.617188 1515784187.5175
MEM 18.617188 1515784187.6180
MEM 18.617188 1515784187.7184
MEM 18.617188 1515784187.8188
MEM 18.617188 1515784187.9193
MEM 18.425781 1515784188.0197
MEM 18.425781 1515784188.1201
MEM 18.425781 1515784188.2204
MEM 18.425781 1515784188.3209
MEM 18.425781 1515784188.4212
MEM 18.425781 1515784188.5217
MEM 18.425781 1515784188.6222
MEM 18.425781 1515784188.7227
MEM 18.425781 1515784188.8232
MEM 18.425781 1515784188.9237
MEM 18.425781 1515784189.0241
MEM 18.425781 1515784189.1245
MEM 18.617188 1515784189.2248
MEM 18.105469 1515784189.3253
MEM 18.105469 1515784189.4258
MEM 18.105469 1515784189.5263
MEM 18.105469 1515784189.6268
MEM 18.105469 1515784189.7271
MEM 18.105469 1515784189.8275
MEM 18.105469 1515784189.9278
MEM 18.105469 1515784190.0281
MEM 18.105469 1515784190.1284
MEM 18.105469 1515784190.2288
MEM 18.617188 1515784190.3291
MEM 18.582031 1515784190.4295
MEM 18.582031 1515784190.5300
MEM 18.582031 1515784190.6304
MEM 18.582031 1515784190.7309
MEM 18.582031 1515784190.8314
MEM 18.582031 1515784190.9318
MEM 18.582031 1515784191.0323
MEM 18.582031 1515784191.1328
MEM 18.582031 1515784191.2332
MEM 18.582031 1515784191.3337
MEM 18.582031 1515784191.4341
MEM 18.328125 1515784191.5345
MEM 18.425781 1515784191.6349
MEM 18.425781 1515784191.7354
MEM 18.425781 1515784191.8359
MEM 18.425781 1515784191.9364
MEM 18.425781 1515784192.0368
MEM 18.425781 1515784192.1373
MEM 18.425781 1515784192.2377
MEM 18.425781 1515784192.3382
MEM 18.425781 1515784192.4386
MEM 18.425781 1515784192.5391
MEM 18.425781 1515784192.6395
MEM 18.328125 1515784192.7398
MEM 18.519531 1515784192.8403
MEM 18.519531 1515784192.9408
MEM 18.519531 1515784193.0413
MEM 18.519531 1515784193.1417
MEM 18.519531 1515784193.2422
MEM 18.519531 1515784193.3427
MEM 18.519531 1515784193.4431
MEM 18.519531 1515784193.5436
MEM 18.519531 1515784193.6441
MEM 18.519531 1515784193.7446
MEM 18.328125 1515784193.8449
MEM 18.519531 1515784193.9454
MEM 18.519531 1515784194.0459
MEM 18.519531 1515784194.1463
MEM 18.519531 1515784194.2468
MEM 18.519531 1515784194.3472
MEM 18.519531 1515784194.4477
MEM 18.519531 1515784194.5481
MEM 18.519531 1515784194.6486
MEM 18.519531 1515784194.7491
MEM 18.519531 1515784194.8495
MEM 18.519531 1515784194.9499
MEM 18.234375 1515784195.0503
MEM 18.519531 1515784195.1508
MEM 18.519531 1515784195.2512
MEM 18.519531 1515784195.3517
MEM 18.519531 1515784195.4522
MEM 18.519531 1515784195.5527
MEM 18.519531 1515784195.6531
MEM 18.519531 1515784195.7536
MEM 18.519531 1515784195.8539
MEM 18.519531 1515784195.9544
MEM 18.519531 1515784196.0549
MEM 18.519531 1515784196.1552
MEM 19.027344 1515784196.2556
MEM 18.449219 1515784196.3561
MEM 18.449219 1515784196.4566
MEM 18.449219 1515784196.5570
MEM 18.449219 1515784196.6575
MEM 18.449219 1515784196.7580
MEM 18.449219 1515784196.8585
MEM 18.449219 1515784196.9589
MEM 18.449219 1515784197.0593
MEM 18.449219 1515784197.1598
MEM 18.449219 1515784197.2603
MEM 18.257812 1515784197.3606
MEM 18.449219 1515784197.4611
MEM 18.449219 1515784197.5616
MEM 18.449219 1515784197.6621
MEM 18.449219 1515784197.7626
MEM 18.449219 1515784197.8630
MEM 18.449219 1515784197.9636
MEM 18.449219 1515784198.0640
MEM 18.449219 1515784198.1645
MEM 18.449219 1515784198.2650
MEM 18.449219 1515784198.3655
MEM 18.449219 1515784198.4658
MEM 18.042969 1515784198.5662
MEM 18.421875 1515784198.6667
MEM 18.421875 1515784198.7671
MEM 18.421875 1515784198.8676
MEM 18.421875 1515784198.9681
MEM 18.421875 1515784199.0686
MEM 18.421875 1515784199.1691
MEM 18.421875 1515784199.2695
MEM 18.421875 1515784199.3700
MEM 18.421875 1515784199.4705
MEM 18.421875 1515784199.5710
MEM 18.675781 1515784199.6713
MEM 18.421875 1515784199.7717
MEM 18.421875 1515784199.8722
MEM 18.421875 1515784199.9727
MEM 18.421875 1515784200.0732
MEM 18.421875 1515784200.1737
MEM 18.421875 1515784200.2742
MEM 18.421875 1515784200.3746
MEM 18.421875 1515784200.4751
MEM 18.421875 1515784200.5755
MEM 18.421875 1515784200.6760
MEM 18.421875 1515784200.7765
MEM 18.613281 1515784200.8769
MEM 18.281250 1515784200.9774
MEM 18.281250 1515784201.0778
MEM 18.281250 1515784201.1783
MEM 18.281250 1515784201.2788
MEM 18.281250 1515784201.3792
MEM 18.281250 1515784201.4797
MEM 18.281250 1515784201.5801
MEM 18.281250 1515784201.6806
MEM 18.281250 1515784201.7811
MEM 18.281250 1515784201.8816
MEM 18.281250 1515784201.9819
MEM 18.472656 1515784202.0823
MEM 18.281250 1515784202.1827
MEM 18.281250 1515784202.2832
MEM 18.281250 1515784202.3837
MEM 18.281250 1515784202.4842
MEM 18.281250 1515784202.5847
MEM 18.281250 1515784202.6852
MEM 18.281250 1515784202.7856
MEM 18.281250 1515784202.8861
MEM 18.281250 1515784202.9866
MEM 18.281250 1515784203.0871
MEM 18.472656 1515784203.1875
MEM 18.281250 1515784203.2879
MEM 18.281250 1515784203.3883
MEM 18.281250 1515784203.4888
MEM 18.281250 1515784203.5893
MEM 18.281250 1515784203.6898
MEM 18.281250 1515784203.7902
MEM 18.281250 1515784203.8907
MEM 18.281250 1515784203.9912
MEM 18.281250 1515784204.0917
MEM 18.281250 1515784204.1921
MEM 18.281250 1515784204.2925
MEM 18.472656 1515784204.3928
MEM 18.281250 1515784204.4933
MEM 18.281250 1515784204.5938
MEM 18.281250 1515784204.6942
MEM 18.281250 1515784204.7947
MEM 18.281250 1515784204.8952
MEM 18.281250 1515784204.9957
MEM 18.281250 1515784205.0961
MEM 18.281250 1515784205.1966
MEM 18.281250 1515784205.2970
MEM 18.281250 1515784205.3974
MEM 18.281250 1515784205.4978
MEM 19.242188 1515784205.5981
MEM 18.277344 1515784205.6985
MEM 18.277344 1515784205.7990
MEM 18.277344 1515784205.8994
MEM 18.277344 1515784205.9998
MEM 18.277344 1515784206.1002
